,Ingredient,Category,predict,OX
2040,계란 백 설탕 소금 코코넛 밀크 박력 분 버터 베이킹파우더 코코넛 롱 토핑용 견과류 메이플시럽,Western,Western,O
2041,다 이제 버터 크림 치즈 설탕 라즈베리,Western,Western,O
2042,마카로니 베이컨 생크림 체다 치즈 후추,Western,Western,O
2043,밀가루 백 설탕 레몬 버터 베이킹파우더 바닐라 에센스 럼주 코코넛 롱 블루 색소 머랭 계란 백 설탕 레몬 아이싱 슈가 파우더 레몬 즙,Western,Western,O
2044,깔다 새우 샐러드 채소 땅콩 가루 크런치 후추 올리브유 숏 파스타 미림 레몬 즙 오리 엔 탈 드레싱 양파 대파 통후추 다지다 진 간장 물 미림 백 설탕 올리고당 자두,Western,Western,O
2045,페 다 치즈 오이 양파 방울토마토 블랙 올리브 레몬 즙 올리브오일 소금 후추,Western,Western,O
2046,연어 소금 후추 꿀 레몬 즙 피클 양파,Western,Western,O
2047,새송이 버섯 우유 두부 양파 닭 가슴 살 소금 후추,Western,Western,O
2048,채소 올리브유 꿀 다지다 소금 후추 바질 가루 닭 가슴 살,Western,Western,O
2049,버터 밀가루 우유 치킨 스톡 후추,Western,Western,O
2050,인스턴트 라떼 인스턴트 아메리카노 설탕,Western,Western,O
2051,고구마 우유 아몬드 크랜베리 우유,Western,Western,O
2052,맥도날드 불고기 버거 감자 튀김 피자 소스 피자치즈,Western,Western,O
2053,펜네 올리브유 베이컨 바질 말리다 파슬리 가루 모짜렐라 치즈 통후추 파 마산 치즈 가루 다지다 페페 론 치노,Western,Western,O
2054,연어 올리브유 소금 후추,Western,Western,O
2055,새우 양파 다지다 토마토 양념 류 버터 토마토 페이스 트 화이트 와인 치킨 스톡 육 수용 드라이 오레가노 월계수 페페 로치 니,Western,Western,O
2056,페투치니 면 새우 할라피뇨 월계수 쪽파 소금 올리브오일 맛술 후추 아루굴라잎 발사믹 식초 면수 물 소금,Western,Western,O
2057,필라델피아 크림 치즈 오레오,Western,Western,O
2058,양파 숙주 닭 가슴 살 바베큐 소금 올리브유 간장 후추 다지다 쪽파 깨,Western,Western,O
2059,치즈 필링 크림 치즈 판 젤라틴 다 이제 버터 플레인 요거트 백 설탕 생크림 레몬 즙 바닐라 익스 트랙 블루베리 젤리 블루베리 백 설탕 레몬 즙 판 젤라틴 물 블루베리 콩 포트 블루베리 판 젤라틴 백 설탕 레몬 즙,Western,Western,O
2060,사워도 우슬 라이스 새우 색 파프리카,Western,Western,O
2061,새우 브로콜리 삼색 파프리카 새 송이버섯,Western,Western,O
2062,수박 플레인 요거트 가당 레몬 즙 민트,Western,Korean,X
2063,감자 소금 후추 식초 설탕 당근 과 오이 달걀,Western,Western,O
2064,밀가루 미지근하다 물 소금 오일 백 설탕 인스턴트 드라이 이스트 올리브 양파 피망 할라피뇨 베이컨 닭 가슴 살 토마토소스 핫소스 토마토 케찹 백 설탕 말리다 바질 가루 말리다 고추 모짜렐라 치즈 스트링치즈 케이준 파우더 소금 후추,Western,Western,O
2065,베이컨 느타리버섯 팽이버섯 새 송이버섯 후추,Western,Western,O
2066,참외 브로콜리 삼색 파프리카 드레싱 오미자 포도 씨 오일 발사믹 리덕 션,Western,Western,O
2067,토마토 스파게티 시판 토마토소스 후 레쉬 모짜렐라 치즈 바질 블랙 올리브 페페 로 치노 올리브유 소금 후춧가루,Western,Western,O
2068,스위트콘 파프리카 허니 머스타드 설탕 후추,Western,Western,O
2069,바게트 말리다 바질 연유 파 마산 치즈 가루 다지다 올리브유 후추,Western,Western,O
2070,스파게티 면 양파 다지다 소고기 돼지고기 토마토 다지다 크다 케첩 크다 설탕 후추 소금 피자치즈,Western,Western,O
2071,블루베리 아보카도 방울토마토 메추리 옥수수 플레인 요거트 다지다 양파,Western,Western,O
2072,연어 현미 밥 오이 아보카도 양파 깻잎 김 무순 참기름,Western,Western,O
2073,새 송이버섯 주 키 니 호박 크림소스 다지다 소고기,Western,Western,O
2074,식빵 누텔라 베이컨 바나나,Western,Western,O
2075,치킨너겟 감자 튀김 칠리소스 슬 라이스 치즈,Western,Western,O
2076,닭 밑 간 양념 소금 후추 달걀 전분 양념 소스 다지다 다지다 고추장 간장 설탕 물엿,Western,Korean,X
2077,달걀 파 마산 치즈 가루,Western,Western,O
2078,양파 사과 우유 버터 또는 식용유 밀가루 토마토 케찹 스테이크 소스 소금 후춧가루 월계수 방울토마토,Western,Western,O
2079,다크 초콜릿 판 젤라틴 생크림 우유 설탕,Western,Western,O
2080,쌀밥 닭 가슴 살 대파 양파 상추 치 커리 계란 참기름 갈릭 치킨 양념 진 간장 올리고당 다지다 후추 매실 농축액 소금 참기름 물 굴소스 미림 고추장 양념 고추장 돈가쓰 소스 깨소금 참깨 백 설탕 토마토 케찹 참기름,Western,Korean,X
2081,자투리 채소 스팸 밥 스테이크 소스 후춧가루 피자치즈 식용유,Western,Western,O
2082,소고기 양송이버섯 양파 빨갛다 피망 초록피망 노랑 파프리카 주황 파프리카 올리브오일 케찹 레드와인 굴소스 설탕,Western,Western,O
2083,토마토 양파 치킨 스톡 버터 밀가루 소금 설탕,Western,Western,O
2084,빵 연어 홀스 레디 쉬 소스 와 케이 퍼 오이,Western,Western,O
2085,불리다 쌀 샤프란 버터 양파 치킨 스톡 소금 파 마산 치즈,Western,Western,O
2086,소금 후추 설탕 데미 글라스 소스 찬밥 남다 짜다 투리 채소 버섯 파프리카 케찹 달걀 우유,Western,Western,O
2087,감자 식용유 소금,Western,Korean,X
2088,감자 물 전분 식용유,Western,Japanese,X
2089,식빵 다지다 연유 후추 위트 칠리소스 슬 라이스 치즈 스트링치즈,Western,Western,O
2090,다크 초콜릿 젤리 믹스 핫케이크 가루 우유 달걀 애플 민트 화이트 초콜릿 밀크 초콜릿 다크 초콜릿,Western,Western,O
2091,닭 넓적다리 살 감자 적 노 파프리카 양파 양송이 아스파라거스 쪽파 크림 우유,Western,Western,O
2092,계란 빵 베이컨 버섯 토마토,Western,Western,O
2093,계란 빵 베이컨 버섯 토마토,Western,Western,O
2094,소 불고기 양송이버섯 양파 스파게티 면 올리브오일 간장 설탕 다지다 깨 후춧가루 참기름,Western,Western,O
2095,달걀 물 식초 베이컨,Western,Japanese,X
2096,베이글 크림 치즈 블루베리 딸기,Western,Western,O
2097,두피 모짜렐라 치즈 튀기다 기름,Western,Western,O
2098,두피 딸기 생크림 설탕,Western,Western,O
2099,두피 스위트콘 케찹 양파 소세지 치즈,Western,Western,O
2100,감자 모짜렐라 치즈 체다 치즈 베이컨 파 마산 가루,Western,Western,O
2101,대하 페페 론 치노 올리브오일 소금,Western,Japanese,X
2102,베이글 누텔라 딸기 잼 크림 치즈,Western,Western,O
2103,쫄면 사리 생크림 우유 새우,Western,Western,O
2104,단호박 베이컨 양송이버섯 크림 소금 후추 파 마산 치즈 가루,Western,Western,O
2105,누텔라 딸기 잼 마시멜로 크래커,Western,Western,O
2106,파프리카 양송이 버섯 양파 방울토마토 또띠아 올리브 고구마 슬 라이스 햄 피자치즈 미트 소스,Western,Western,O
2107,스파게티 면 불고기 소고기 양송이버섯 느타리버섯 양파 올리브오일 소금 생크림 불고기 소스,Western,Western,O
2108,핫도그 빵 후 랑 크다 소시지 양상추 적양배추 어린잎채소 토마토 양파 하인 즈 시판 칠리소스 머스터드 렐리쉬,Western,Western,O
2109,달래 파스타 면 진 간장 소금 후추 베이컨 다지다 쪽파 파 마산 치즈 버터,Western,Western,O
2110,면 모짜렐라 방울토마토 바질 소금 후추 파 마산,Western,Western,O
2111,초코 칩 쿠키 우유,Western,Western,O
2112,다지다 쇠고기 다지다 돼지고기 양파 다지다 빵가루 파 마산 치즈 가루 다지다 파슬리 달걀 토마토소스 물,Western,Western,O
2113,스파게티 면 소금 올리브오일 다지다 양파 생크림 우유 고춧가루 파 마산 치즈 가루 다지다 핫 칠리소스 소금 후추 버터 닭 안심 살 새우 오징어,Western,Western,O
2114,식빵 계란 오이,Western,Japanese,X
2115,파스타 페투치 니 닭 가슴 살 토마토소스,Western,Western,O
2116,바나나 다크 초콜릿 생크림 카스테라 바닐라 에센스 계란노른자 우유 설탕 전분 가루,Western,Western,O
2117,통밀 빵 피자치즈 양송이 양파 파프리카 베이컨 소세지 토마토소스 블랙 올리브,Western,Western,O
2118,양배추 양파 당근 옥수수 통조림 피망 식초 설탕 소금,Western,Western,O
2119,오이 사과 파프리카 호두 플레인 요거트,Western,Western,O
2120,쉘 초콜릿 화이트 쉘 초콜릿 초코 튜브 형 가나 슈 튜브 형 헤이즐넛 크림 다크 커버 초콜릿 화이트 커버 초콜릿 초코 펜 화이트 초코 펜 핑크 초코 펜 초코 럼 위스키 복분자주 스프 링클 아몬드 분 태,Western,Western,O
2121,관자 베이컨 샐러드 채소 발사믹 식초 식용유,Western,Western,O
2122,콜리플라워 양파 생크림 우유 식빵 버터,Western,Western,O
2123,갈비 양파 당근 양송이버섯 감자,Western,Western,O
2124,카스테라 생크림 딸기,Western,Western,O
2125,옥수수 우유 양파 감자 버터,Western,Western,O
2126,계란 우유 연어 슬 라이스 치즈 소세지 케첩 소금 후추,Western,Western,O
2127,화이트 커버 추다 초콜릿 건조과일,Western,Western,O
2128,딸기 카스테라 크림 치즈 가당 생크림 플레인 요쿠르트 설탕 딸기 시럽 딸기 설탕 정수 물,Western,Western,O
2129,우유 물 디캡 홍차 꿀 머쉬멜로,Western,Western,O
2130,오징어 몸통 파스타 면 토마토소스 버터,Western,Western,O
2131,닭다리 살 정육 양송이 버터 크다 밀가루 크다 물 우스 타 소스 크다 케첩 크다 돈가쓰 소스 크다 비프 스톡 크다 올리고당 크다 설탕 크다,Western,Western,O
2132,파스타 면 베이컨 양파 시금치 어린잎채소 우유 생크림 소금 후추,Western,Western,O
2133,플레인 요거트 레몬 즙 꿀 양상추 로메 인 롤라 로사 치 커리 방울토마토 브로콜리 새우 전분 가루 식용유,Western,Western,O
2134,연어 양상추 비타민 청치 커리 롤라 로사 방울토마토 레몬 양파 케이 퍼,Western,Western,O
2135,감자 버터 소금 설탕 빵 달걀 베이 크드 빈스 샐러드 채소 토마토 샐러드 드레싱 또는 발사믹 크림,Western,Western,O
2136,생쌀 생크림 우유 간장 고춧가루 설탕 소금 후추 양송이 쪽파,Western,Western,O
2137,다양하다 맛 의 아이스크림 우유 설탕 토핑용 견과류 나 초콜릿,Western,Western,O
2138,자두 설탕 레몬 즙,Western,Western,O
2139,스파게티 면 토마토소스 방울토마토 양송이버섯 브로콜리 양파 소세지 물 소금 후추 라나 파다 바질 가루 페퍼 론 치노,Western,Western,O
2140,쌀 새우 할라피뇨 양파 버터 소금 파 마산 치즈 가루,Western,Western,O
2141,옥수수 콘 우유 감자 버터 소금,Western,Western,O
2142,감자 베이컨 소금 후추 식용유,Western,Western,O
2143,건 세모가사리 해초 오렌지 토마토 어리다 채소 간장 식초 발사믹 식초 설탕 올리브유 다지다 후추,Western,Western,O
2144,양배추 깻잎 파프리카 식초 물 설탕 피클 링 시,Western,Western,O
2145,또띠아 토마토소스 소시지 피망 양파 옥수수 콘 모짜렐라 치즈,Western,Western,O
2146,식빵 딸기 바나나 키위 크림 치즈 딸기 째다 메이플시럽,Western,Western,O
2147,소고기 안심 로즈마리 소금 후추 올리브 유 비비 빅 레드와인 버터,Western,Western,O
2148,딸기 오렌지 돌나물 요거트 레몬 즙 꿀,Western,Western,O
2149,핫도그 빵 후 랑 크다 소시지 슬 라이스 치즈 양파 렐리쉬 케찹 머스터드,Western,Western,O
2150,햄버거 빵 소고기 슬 라이스 치즈 토마토 파프리카 양상추 어린잎채소,Western,Western,O
2151,밥 닭 가슴 살 우유 브로콜리 슬 라이스 치즈 파 마산 치즈 가루 소금 후추 스위트콘,Western,Western,O
2152,닭 가슴 살 양파 피망 파프리카 소금 맛술 돈까스 소스 고추장 물엿 고추기름,Western,Korean,X
2153,참치 파프리카 양파 고추냉이 빵 방울 토마토 바질 올리브유 레몬 즙 식빵,Western,Western,O
2154,과일 토마토 견과류 시리얼 요거트,Western,Western,O
2155,오이 양파 삶다 달걀 식빵 토마토 통조림 옥수수 버터 소금 식초 머스터드 식초 소금,Western,Western,O
2156,양배추 감자 양파 견과류 옥수수 소금 설탕 식초,Western,Western,O
2157,빵 양배추 슬 라이스 치즈 계란 베이컨 허니 머스타드 소스 소금 후추 설탕,Western,Western,O
2158,돼지고기 목살 소금 후춧가루 다지다 청주 양송이버섯 양파 다지다 고추장 돈까스 소스 물엿 물 감자 다지다 양파 고추냉이 소금,Western,Western,O
2159,파인애플 바나나 요거트 꿀,Western,Western,O
2160,버터빵 크다 래미 오이 플레인 요거트 레몬 즙 설탕 소금 후추,Western,Western,O
2161,닭 가슴 살 버섯 어린잎채소 토마토 다지다 양파 다지다 간장 식초 올리고당 올리브유 소금,Western,Western,O
2162,새우 중하 바지락 양파 페페 로 치노 통조림 토마토 새 송이버섯 월계수 다지다 청주 설탕 소금 후춧가루,Western,Western,O
2163,식빵 상추 베이컨 토마토 레몬 즙 홀 레인 머스터드 다지다 파 마산 치즈 가루 꿀 소금 후춧가루,Western,Western,O
2164,소고기 다짐 육 생 토마토 양파 케첩 설탕 소금 후추 피자치즈 스파게티 면 파 마산 치즈 가루 파슬리,Western,Western,O
2165,핫도그 다지다 양파 다지다 피망 피자치즈,Western,Western,O
2166,크림 치즈 박력 분 전분 달걀 설탕 설탕 버터 우유 바닐라 에센스 레몬 즙 카스테라,Western,Western,O
2167,양배추 옥수수 레몬 즙 식초 설탕 후추 소금,Western,Western,O
2168,트러플 소스 양송이 파스타 소금 후추 트러플 오일,Western,Western,O
2169,감자 작다 것 튀김 유 슈가 파우더 파 마산 치즈 가루 케이준 파우더 스위트 칠리소스 소금 후추,Western,Japanese,X
2170,납작하다 빵 토마토 루꼴 라 피자치즈,Western,Western,O
2171,찹쌀 밥 달걀 호박 피망 햄 양파,Western,Japanese,X
2172,닭 날개 간장 닭 육수 대파 양파 설탕 청주 녹말 물 매 실액 통후추 칠리소스 피자치즈 요거트 밀가루 곱다 고춧가루,Western,Western,O
2173,박력 분 말리다 크렌베리 럼 버터 설탕 소금 우유 베이킹파우더 달걀 물,Western,Western,O
2174,바지락 슬 라이스 청양고추 다지다 쪽파 레몬 후추,Western,Western,O
2175,양배추 적채 무 물 식초 설탕 소금 피클 링 스파이스 레몬 즙 크다 레몬,Western,Western,O
2176,식빵 슬 라이스 치즈 소세지 계란 빵가루 케첩,Western,Western,O
2177,고구마 식빵 스트링치즈 계란 빵가루 식용유 생크림 설탕,Western,Western,O
2178,감자 양파 우유 휘핑크림 소금 후추,Western,Western,O
2179,계란 밀가루 설탕 슈가 파우더 휘핑크림 설탕,Western,Western,O
2180,고구마 양파 파프리카 스위트콘 모짜렐라 치즈 체다 치즈,Western,Western,O
2181,딸기 통밀 쿠키 생크림 버터 크림 치즈 설탕 플레인 요구르트,Western,Western,O
2182,파스타 면 바지락 소금 후춧가루 올리브유,Western,Western,O
2183,생쌀 육수 카레 가루 카레 큐브 강황 가루 파프리카 양파 맛술 화이트와인 바질 파슬리,Western,Western,O
2184,컬리 플라워 베이컨 양파 생크림 우유 버터 밀가루 소금 후추 파슬리 피자치즈 핫소스,Western,Western,O
2185,후 랑 크다 소세지 스파게티 치즈 파슬리 자이언트 떡볶이,Western,Western,O
